date,period,offer_gbp_mwh,bid_gbp_mwh
2025-10-28,38,171.77,66.95
2025-10-28,39,166.17,37.13
2025-10-28,40,131.41,25.79
2025-10-28,41,138.28,3.97
2025-10-28,42,103.07,-0.76
2025-10-28,43,134.61,40.18
2025-10-28,44,137.22,20.87
2025-10-28,45,87.48,-13.2
2025-10-28,46,105.91,-18.97
2025-10-28,47,101.45,26.95
2025-10-28,48,90.69,-14.51
2025-10-29,1,86.89,19.52
2025-10-29,2,71.48,23.95
2025-10-29,3,123.94,-16.76
2025-10-29,4,115.6,-32.3
2025-10-29,5,122.92,-19.14
2025-10-29,6,78.89,-28.71
2025-10-29,7,102.94,-35.16
2025-10-29,8,101.38,7.83
2025-10-29,9,70.88,-5.59
2025-10-29,10,113.66,-22.01
2025-10-29,11,99.3,33.47
2025-10-29,12,97.66,31.3
2025-10-29,13,85.64,-20.55
2025-10-29,14,93.59,-15.4
2025-10-29,15,102.92,21.4
2025-10-29,16,144.45,48.88
2025-10-29,17,105.73,26.2
2025-10-29,18,138.2,9.05
2025-10-29,19,105.54,52.69
2025-10-29,20,126.94,46.29
2025-10-29,21,95.47,37.24
2025-10-29,22,104.23,28.3
2025-10-29,23,129.27,24.11
2025-10-29,24,139.33,24.6
2025-10-29,25,116.89,30.26
2025-10-29,26,121.12,5.65
2025-10-29,27,129.56,8.73
2025-10-29,28,122.56,46.23
2025-10-29,29,115.2,47.51
2025-10-29,30,139.16,17.21
2025-10-29,31,173.2,62.06
2025-10-29,32,129.41,56.06
2025-10-29,33,134.01,30.78
2025-10-29,34,177.53,38.02
2025-10-29,35,184.46,70.12
2025-10-29,36,181.71,51.28
2025-10-29,37,148.94,81.62
2025-10-29,38,132.12,77.96
2025-10-29,39,122.54,28.78
2025-10-29,40,157.43,14.92
2025-10-29,41,97.99,27.21
2025-10-29,42,145.12,14.58
2025-10-29,43,101.22,33.32
2025-10-29,44,95.05,-4.95
2025-10-29,45,144.24,29.51
2025-10-29,46,131.75,-19.45
2025-10-29,47,127.82,-19.43
2025-10-29,48,71.76,-26.25
2025-10-30,1,80.88,-10.5
2025-10-30,2,127.18,5.24
2025-10-30,3,109.76,-25.75
2025-10-30,4,106.1,-1.45
2025-10-30,5,89.98,-11.75
2025-10-30,6,108.73,-37.29
2025-10-30,7,112.3,14.55
2025-10-30,8,76.42,-10.94
2025-10-30,9,121.47,-15.27
2025-10-30,10,76.42,-22.74
2025-10-30,11,100.91,-28.27
2025-10-30,12,101.98,4.92
2025-10-30,13,94.43,19.05
2025-10-30,14,115.06,-8.82
2025-10-30,15,143.55,45.5
2025-10-30,16,97.84,18.48
2025-10-30,17,119.58,-8.75
2025-10-30,18,134.34,11.08
2025-10-30,19,119.83,54.31
2025-10-30,20,123.48,18.18
2025-10-30,21,107.6,27.25
2025-10-30,22,122.31,54.05
2025-10-30,23,134.82,4.52
2025-10-30,24,146.99,28.85
2025-10-30,25,132.45,6.19
2025-10-30,26,108.47,19.2
2025-10-30,27,155.65,27.59
2025-10-30,28,131.67,47.95
2025-10-30,29,143.88,52.64
2025-10-30,30,121.13,63.34
2025-10-30,31,121.45,25.11
2025-10-30,32,128.19,25.69
2025-10-30,33,140.51,64.98
2025-10-30,34,153.25,37.42
2025-10-30,35,156.94,52.54
2025-10-30,36,163.68,94.55
2025-10-30,37,174.37,30.62
2025-10-30,38,141.32,45.09
2025-10-30,39,164.48,62.32
2025-10-30,40,127.33,36.25
2025-10-30,41,120.79,46.01
2025-10-30,42,121.44,51.08
2025-10-30,43,133.68,-15.92
2025-10-30,44,97.42,13.9
2025-10-30,45,96.79,12.37
2025-10-30,46,98.38,9.74
2025-10-30,47,106.38,24.45
2025-10-30,48,118.75,-6.64
2025-10-31,1,131.35,9.54
2025-10-31,2,126.82,-2.67
2025-10-31,3,96.68,1.44
2025-10-31,4,124.77,-14.7
2025-10-31,5,108.56,-16.73
2025-10-31,6,116.73,-34.51
2025-10-31,7,88.34,-13.62
2025-10-31,8,93.53,-13.03
2025-10-31,9,133.94,15.2
2025-10-31,10,127.86,8.54
2025-10-31,11,83.56,19.3
2025-10-31,12,102.86,8.24
2025-10-31,13,109.33,12.16
2025-10-31,14,127.79,-9.47
2025-10-31,15,99.81,12.32
2025-10-31,16,127.24,-6.92
2025-10-31,17,120.1,2.96
2025-10-31,18,128.63,-4.89
2025-10-31,19,105.51,34.68
2025-10-31,20,126.04,7.0
2025-10-31,21,142.81,39.54
2025-10-31,22,114.1,10.82
2025-10-31,23,117.48,45.93
2025-10-31,24,125.35,24.23
2025-10-31,25,137.4,3.9
2025-10-31,26,155.47,29.22
2025-10-31,27,127.6,38.42
2025-10-31,28,159.31,38.0
2025-10-31,29,111.26,55.62
2025-10-31,30,155.56,24.47
2025-10-31,31,178.94,41.88
2025-10-31,32,128.57,42.37
2025-10-31,33,171.61,58.6
2025-10-31,34,183.11,48.66
2025-10-31,35,144.96,84.41
2025-10-31,36,173.06,70.23
2025-10-31,37,141.48,36.25
2025-10-31,38,134.81,79.31
2025-10-31,39,146.39,31.94
2025-10-31,40,126.83,60.53
2025-10-31,41,136.37,42.2
2025-10-31,42,118.13,26.27
2025-10-31,43,137.41,-5.28
2025-10-31,44,98.15,17.35
2025-10-31,45,102.67,5.99
2025-10-31,46,103.75,34.67
2025-10-31,47,86.42,34.74
2025-10-31,48,128.51,0.08
2025-11-01,1,71.95,-33.09
2025-11-01,2,101.84,-10.95
2025-11-01,3,68.72,-16.46
2025-11-01,4,82.82,-30.43
2025-11-01,5,117.09,-18.13
2025-11-01,6,116.99,3.96
2025-11-01,7,110.11,-40.99
2025-11-01,8,89.49,10.68
2025-11-01,9,114.14,11.19
2025-11-01,10,115.64,6.35
2025-11-01,11,110.37,0.41
2025-11-01,12,79.66,-19.36
2025-11-01,13,125.56,22.88
2025-11-01,14,105.69,30.13
2025-11-01,15,95.14,-10.85
2025-11-01,16,126.96,32.21
2025-11-01,17,122.46,24.17
2025-11-01,18,144.83,12.72
2025-11-01,19,136.18,42.85
2025-11-01,20,125.9,40.68
2025-11-01,21,118.54,28.0
2025-11-01,22,101.69,-8.39
2025-11-01,23,123.35,35.2
2025-11-01,24,97.66,42.04
2025-11-01,25,135.93,22.71
2025-11-01,26,102.31,27.86
2025-11-01,27,105.18,1.72
2025-11-01,28,117.8,3.75
2025-11-01,29,118.81,29.89
2025-11-01,30,159.44,40.88
2025-11-01,31,145.91,31.6
2025-11-01,32,142.79,12.18
2025-11-01,33,164.3,27.89
2025-11-01,34,157.56,62.58
2025-11-01,35,146.35,46.25
2025-11-01,36,141.65,79.33
2025-11-01,37,170.72,53.61
2025-11-01,38,145.09,72.32
2025-11-01,39,149.64,20.9
2025-11-01,40,123.86,19.84
2025-11-01,41,130.06,11.09
2025-11-01,42,83.35,2.52
2025-11-01,43,106.29,8.87
2025-11-01,44,127.55,-19.53
2025-11-01,45,99.43,-30.07
2025-11-01,46,74.7,-17.85
2025-11-01,47,76.17,-31.11
2025-11-01,48,99.97,21.43
2025-11-02,1,115.01,-18.0
2025-11-02,2,124.17,-21.31
2025-11-02,3,84.32,-16.46
2025-11-02,4,96.3,-15.27
2025-11-02,5,77.63,-31.93
2025-11-02,6,115.8,-28.08
2025-11-02,7,71.68,-5.0
2025-11-02,8,94.84,-33.4
2025-11-02,9,79.47,-15.74
2025-11-02,10,82.8,2.81
2025-11-02,11,64.15,-25.77
2025-11-02,12,80.41,13.41
2025-11-02,13,89.44,7.82
2025-11-02,14,78.22,-20.22
2025-11-02,15,87.99,8.94
2025-11-02,16,122.67,38.14
2025-11-02,17,132.58,-0.88
2025-11-02,18,115.19,32.61
2025-11-02,19,100.67,31.19
2025-11-02,20,97.0,18.8
2025-11-02,21,133.14,10.13
2025-11-02,22,95.92,47.18
2025-11-02,23,121.81,50.03
2025-11-02,24,135.73,-9.6
2025-11-02,25,110.95,18.66
2025-11-02,26,121.19,39.79
2025-11-02,27,122.16,11.69
2025-11-02,28,120.02,-4.96
2025-11-02,29,130.88,4.73
2025-11-02,30,114.0,34.86
2025-11-02,31,131.2,40.79
2025-11-02,32,146.95,12.21
2025-11-02,33,130.54,20.91
2025-11-02,34,310.44,231.51
2025-11-02,35,301.44,211.46
2025-11-02,36,347.77,201.3
2025-11-02,37,282.64,185.38
2025-11-02,38,308.65,210.86
2025-11-02,39,291.07,221.42
2025-11-02,40,154.52,53.98
2025-11-02,41,128.9,42.27
2025-11-02,42,98.53,23.49
2025-11-02,43,99.71,-16.16
2025-11-02,44,112.75,7.55
2025-11-02,45,117.3,34.69
2025-11-02,46,128.17,20.38
2025-11-02,47,106.09,1.94
2025-11-02,48,121.7,-11.15
2025-11-03,1,87.23,18.33
2025-11-03,2,117.58,-26.3
2025-11-03,3,78.29,-7.64
2025-11-03,4,95.13,1.3
2025-11-03,5,96.84,-3.36
2025-11-03,6,137.61,16.0
2025-11-03,7,95.3,-5.45
2025-11-03,8,100.32,23.67
2025-11-03,9,87.0,-2.18
2025-11-03,10,87.24,-29.22
2025-11-03,11,121.03,-8.97
2025-11-03,12,122.85,-17.39
2025-11-03,13,120.5,-12.93
2025-11-03,14,89.99,3.12
2025-11-03,15,119.47,2.45
2025-11-03,16,126.71,37.26
2025-11-03,17,147.51,20.05
2025-11-03,18,155.37,46.25
2025-11-03,19,112.42,40.92
2025-11-03,20,122.62,45.97
2025-11-03,21,143.74,26.73
2025-11-03,22,150.02,6.17
2025-11-03,23,150.64,43.1
2025-11-03,24,110.07,41.0
2025-11-03,25,147.75,-4.41
2025-11-03,26,123.42,28.71
2025-11-03,27,120.36,54.47
2025-11-03,28,155.78,35.47
2025-11-03,29,163.97,62.61
2025-11-03,30,139.34,19.41
2025-11-03,31,125.64,41.33
2025-11-03,32,181.79,49.75
2025-11-03,33,155.85,49.33
2025-11-03,34,170.09,48.37
2025-11-03,35,194.53,66.34
2025-11-03,36,180.46,64.48
2025-11-03,37,147.15,70.69
2025-11-03,38,178.2,82.4
2025-11-03,39,167.11,46.16
2025-11-03,40,137.05,25.08
2025-11-03,41,138.77,49.93
2025-11-03,42,121.92,-1.43
2025-11-03,43,146.06,33.17
2025-11-03,44,124.57,2.68
2025-11-03,45,101.34,28.0
2025-11-03,46,123.94,1.48
2025-11-03,47,98.22,25.59
2025-11-03,48,105.15,-13.74
2025-11-04,1,98.66,16.97
2025-11-04,2,119.18,-19.02
2025-11-04,3,101.54,3.14
2025-11-04,4,126.81,8.79
2025-11-04,5,86.05,-10.89
2025-11-04,6,121.96,-34.24
2025-11-04,7,113.35,-29.69
2025-11-04,8,88.77,-14.39
2025-11-04,9,72.08,2.06
2025-11-04,10,123.91,22.88
2025-11-04,11,97.09,13.16
2025-11-04,12,94.67,-11.01
2025-11-04,13,92.45,-21.63
2025-11-04,14,118.51,19.92
2025-11-04,15,144.49,-4.31
2025-11-04,16,98.51,33.66
2025-11-04,17,154.28,25.49
2025-11-04,18,141.75,23.13
2025-11-04,19,138.11,5.67
2025-11-04,20,128.02,37.08
2025-11-04,21,128.01,43.03
2025-11-04,22,106.36,52.46
2025-11-04,23,155.98,38.02
2025-11-04,24,149.65,50.53
2025-11-04,25,155.15,3.85
2025-11-04,26,160.43,14.97
2025-11-04,27,138.78,9.99
2025-11-04,28,154.6,51.17
2025-11-04,29,120.68,28.02
2025-11-04,30,126.47,17.35
2025-11-04,31,131.45,35.71
2025-11-04,32,178.82,61.91
2025-11-04,33,130.45,54.73
2025-11-04,34,186.26,41.76
2025-11-04,35,140.27,45.38
2025-11-04,36,166.51,62.78
2025-11-04,37,172.42,82.96
2025-11-04,38,157.91,85.81
2025-11-04,39,119.3,55.74
2025-11-04,40,137.86,40.05
2025-11-04,41,158.64,61.23
2025-11-04,42,147.83,52.76
2025-11-04,43,139.33,-11.32
2025-11-04,44,104.91,21.27
2025-11-04,45,101.9,42.33
2025-11-04,46,122.95,27.37
2025-11-04,47,112.92,28.74
2025-11-04,48,80.65,-10.57
2025-11-05,1,110.2,-20.74
2025-11-05,2,131.63,-8.33
2025-11-05,3,132.44,1.4
2025-11-05,4,74.53,-3.44
2025-11-05,5,123.26,22.62
2025-11-05,6,89.73,-8.98
2025-11-05,7,68.68,14.72
2025-11-05,8,78.24,27.77
2025-11-05,9,94.89,18.88
2025-11-05,10,98.61,-10.34
2025-11-05,11,92.95,-23.12
2025-11-05,12,107.37,8.82
2025-11-05,13,103.78,3.53
2025-11-05,14,94.36,2.72
2025-11-05,15,116.57,15.08
2025-11-05,16,122.19,48.86
2025-11-05,17,147.11,38.25
2025-11-05,18,143.27,45.31
2025-11-05,19,151.94,55.61
2025-11-05,20,116.14,6.15
2025-11-05,21,135.43,50.12
2025-11-05,22,130.31,18.74
2025-11-05,23,128.18,31.93
2025-11-05,24,110.8,29.81
2025-11-05,25,125.57,17.18
2025-11-05,26,150.71,31.91
2025-11-05,27,132.61,58.31
2025-11-05,28,156.99,13.65
2025-11-05,29,139.41,7.99
2025-11-05,30,164.59,48.67
2025-11-05,31,155.36,73.8
2025-11-05,32,140.44,29.75
2025-11-05,33,138.31,33.48
2025-11-05,34,154.14,80.27
2025-11-05,35,177.49,41.69
2025-11-05,36,177.96,63.63
2025-11-05,37,139.25,41.33
2025-11-05,38,163.44,77.57
2025-11-05,39,177.86,29.02
2025-11-05,40,139.2,56.44
2025-11-05,41,108.89,8.05
2025-11-05,42,147.59,41.36
2025-11-05,43,139.31,9.23
2025-11-05,44,125.22,29.58
2025-11-05,45,85.74,39.24
2025-11-05,46,114.25,16.51
2025-11-05,47,112.79,12.41
2025-11-05,48,102.57,-31.08
2025-11-06,1,128.7,-6.26
2025-11-06,2,85.07,25.65
2025-11-06,3,111.59,-18.51
2025-11-06,4,118.53,-7.2
2025-11-06,5,122.14,-13.98
2025-11-06,6,117.69,-1.89
2025-11-06,7,126.52,26.66
2025-11-06,8,104.08,8.0
2025-11-06,9,126.81,20.04
2025-11-06,10,94.22,-34.49
2025-11-06,11,97.45,11.17
2025-11-06,12,86.49,22.69
2025-11-06,13,119.84,25.93
2025-11-06,14,123.44,-8.94
2025-11-06,15,122.42,20.67
2025-11-06,16,100.28,12.87
2025-11-06,17,140.35,32.05
2025-11-06,18,150.83,44.99
2025-11-06,19,108.89,7.33
2025-11-06,20,121.72,29.1
2025-11-06,21,118.84,47.31
2025-11-06,22,112.29,56.58
2025-11-06,23,116.11,13.38
2025-11-06,24,124.8,30.89
2025-11-06,25,149.3,39.39
2025-11-06,26,143.12,63.44
2025-11-06,27,124.97,36.5
2025-11-06,28,155.72,43.66
2025-11-06,29,143.51,36.81
2025-11-06,30,134.57,16.36
2025-11-06,31,147.75,58.39
2025-11-06,32,130.85,82.35
2025-11-06,33,183.67,73.2
2025-11-06,34,141.35,72.22
2025-11-06,35,185.26,49.5
2025-11-06,36,177.64,86.91
2025-11-06,37,188.97,51.33
2025-11-06,38,165.03,81.01
2025-11-06,39,129.92,27.91
2025-11-06,40,131.76,66.94
2025-11-06,41,137.81,16.92
2025-11-06,42,112.83,4.05
2025-11-06,43,100.17,-12.63
2025-11-06,44,107.89,33.68
2025-11-06,45,134.73,-16.18
2025-11-06,46,111.09,8.4
2025-11-06,47,98.13,-14.62
2025-11-06,48,126.99,-12.75
2025-11-07,1,129.19,7.2
2025-11-07,2,87.51,-26.14
2025-11-07,3,91.59,-28.06
2025-11-07,4,82.51,3.85
2025-11-07,5,87.46,-5.61
2025-11-07,6,114.71,-6.97
2025-11-07,7,116.55,-14.13
2025-11-07,8,117.16,24.59
2025-11-07,9,89.72,-13.4
2025-11-07,10,97.75,-22.84
2025-11-07,11,88.06,30.69
2025-11-07,12,114.01,-10.75
2025-11-07,13,98.74,1.38
2025-11-07,14,92.54,-9.12
2025-11-07,15,122.42,10.32
2025-11-07,16,144.66,46.96
2025-11-07,17,152.5,10.44
2025-11-07,18,146.77,38.63
2025-11-07,19,148.06,16.22
2025-11-07,20,117.84,12.97
2025-11-07,21,123.42,55.14
2025-11-07,22,144.57,44.06
2025-11-07,23,113.61,32.93
2025-11-07,24,155.33,12.62
2025-11-07,25,106.74,51.06
2025-11-07,26,117.8,9.54
2025-11-07,27,117.34,49.77
2025-11-07,28,133.47,43.55
2025-11-07,29,124.98,58.12
2025-11-07,30,148.21,71.06
2025-11-07,31,160.2,43.31
2025-11-07,32,180.75,43.24
2025-11-07,33,180.64,57.47
2025-11-07,34,172.82,82.53
2025-11-07,35,164.72,56.41
2025-11-07,36,191.87,54.7
2025-11-07,37,163.73,65.5
2025-11-07,38,147.92,78.42
2025-11-07,39,143.31,71.08
2025-11-07,40,120.37,19.6
2025-11-07,41,130.69,54.64
2025-11-07,42,118.04,41.86
2025-11-07,43,100.5,-4.51
2025-11-07,44,109.65,35.04
2025-11-07,45,119.38,-6.05
2025-11-07,46,116.94,6.53
2025-11-07,47,111.79,-20.36
2025-11-07,48,91.9,26.5
2025-11-08,1,84.9,-5.27
2025-11-08,2,112.66,17.44
2025-11-08,3,83.16,2.79
2025-11-08,4,83.14,-25.35
2025-11-08,5,87.55,8.2
2025-11-08,6,111.64,-11.07
2025-11-08,7,78.96,-8.46
2025-11-08,8,106.06,-15.36
2025-11-08,9,112.52,-14.67
2025-11-08,10,109.69,13.83
2025-11-08,11,79.06,-30.38
2025-11-08,12,79.15,22.72
2025-11-08,13,90.71,33.25
2025-11-08,14,112.69,5.84
2025-11-08,15,98.45,28.72
2025-11-08,16,107.14,35.42
2025-11-08,17,102.56,18.01
2025-11-08,18,112.97,15.98
2025-11-08,19,134.31,4.05
2025-11-08,20,132.76,33.49
2025-11-08,21,93.1,22.66
2025-11-08,22,137.16,3.94
2025-11-08,23,109.41,11.34
2025-11-08,24,132.14,44.72
2025-11-08,25,120.19,4.91
2025-11-08,26,103.84,23.73
2025-11-08,27,118.21,41.69
2025-11-08,28,136.09,-11.16
2025-11-08,29,155.12,46.54
2025-11-08,30,144.74,45.47
2025-11-08,31,116.34,53.42
2025-11-08,32,131.27,36.83
2025-11-08,33,134.88,63.59
2025-11-08,34,132.89,42.56
2025-11-08,35,131.56,73.44
2025-11-08,36,135.37,45.58
2025-11-08,37,158.15,63.83
2025-11-08,38,153.49,23.04
2025-11-08,39,139.9,50.85
2025-11-08,40,154.03,39.65
2025-11-08,41,102.23,39.02
2025-11-08,42,115.56,28.23
2025-11-08,43,91.22,2.33
2025-11-08,44,120.35,13.32
2025-11-08,45,97.54,9.97
2025-11-08,46,109.69,13.03
2025-11-08,47,95.46,-17.97
2025-11-08,48,71.22,-1.35
2025-11-09,1,76.49,5.0
2025-11-09,2,104.42,-6.2
2025-11-09,3,119.44,-15.76
2025-11-09,4,113.91,-9.91
2025-11-09,5,110.97,-15.05
2025-11-09,6,73.96,-12.01
2025-11-09,7,77.33,-40.2
2025-11-09,8,71.58,-5.05
2025-11-09,9,79.92,-18.15
2025-11-09,10,116.49,16.85
2025-11-09,11,99.49,-25.97
2025-11-09,12,120.78,-16.06
2025-11-09,13,127.06,-27.92
2025-11-09,14,138.55,-8.72
2025-11-09,15,95.43,-5.83
2025-11-09,16,85.02,25.57
2025-11-09,17,123.5,40.06
2025-11-09,18,103.99,31.31
2025-11-09,19,150.37,2.95
2025-11-09,20,126.1,27.97
2025-11-09,21,142.17,43.71
2025-11-09,22,127.48,34.86
2025-11-09,23,137.83,5.01
2025-11-09,24,121.96,1.67
2025-11-09,25,130.37,20.56
2025-11-09,26,117.67,15.43
2025-11-09,27,135.27,34.21
2025-11-09,28,98.17,30.15
2025-11-09,29,139.2,5.08
2025-11-09,30,153.26,27.89
2025-11-09,31,118.52,30.99
2025-11-09,32,167.01,21.88
2025-11-09,33,150.42,57.4
2025-11-09,34,177.7,49.99
2025-11-09,35,146.09,23.82
2025-11-09,36,162.21,30.55
2025-11-09,37,131.26,45.72
2025-11-09,38,172.32,46.22
2025-11-09,39,147.37,26.43
2025-11-09,40,126.9,22.26
2025-11-09,41,105.13,41.68
2025-11-09,42,127.48,24.76
2025-11-09,43,128.33,-7.64
2025-11-09,44,88.45,10.85
2025-11-09,45,115.29,-25.31
2025-11-09,46,92.78,21.06
2025-11-09,47,77.71,26.51
2025-11-09,48,139.08,-13.55
2025-11-10,1,123.21,13.58
2025-11-10,2,92.33,21.31
2025-11-10,3,102.09,18.01
2025-11-10,4,102.23,-9.48
2025-11-10,5,118.43,18.91
2025-11-10,6,122.64,13.25
2025-11-10,7,106.94,-8.01
2025-11-10,8,105.09,13.53
2025-11-10,9,93.34,-15.14
2025-11-10,10,124.96,0.65
2025-11-10,11,89.48,8.6
2025-11-10,12,107.18,25.78
2025-11-10,13,131.53,-0.93
2025-11-10,14,110.44,38.08
2025-11-10,15,115.64,28.6
2025-11-10,16,149.42,36.76
2025-11-10,17,156.11,58.19
2025-11-10,18,108.95,15.67
2025-11-10,19,148.3,25.01
2025-11-10,20,136.66,52.43
2025-11-10,21,157.08,37.86
2025-11-10,22,106.54,20.56
2025-11-10,23,158.81,46.32
2025-11-10,24,114.38,13.3
2025-11-10,25,142.79,43.66
2025-11-10,26,120.59,13.08
2025-11-10,27,135.59,46.06
2025-11-10,28,159.51,15.24
2025-11-10,29,139.09,14.2
2025-11-10,30,147.68,61.92
2025-11-10,31,155.97,66.94
2025-11-10,32,172.85,41.15
2025-11-10,33,183.64,37.55
2025-11-10,34,161.33,87.48
2025-11-10,35,193.99,71.7
2025-11-10,36,195.42,44.4
2025-11-10,37,149.15,86.86
2025-11-10,38,171.94,70.67
2025-11-10,39,159.51,49.59
2025-11-10,40,157.85,35.35
2025-11-10,41,111.46,54.44
2025-11-10,42,151.88,11.53
2025-11-10,43,123.29,20.96
2025-11-10,44,124.98,26.13
2025-11-10,45,136.69,19.89
2025-11-10,46,95.96,12.75
2025-11-10,47,101.48,-9.59
2025-11-10,48,102.63,24.69
2025-11-11,1,108.29,-2.12
2025-11-11,2,89.47,-14.45
2025-11-11,3,125.28,25.28
2025-11-11,4,100.08,-23.85
2025-11-11,5,111.23,22.82
2025-11-11,6,126.82,33.92
2025-11-11,7,126.65,10.56
2025-11-11,8,121.61,-21.09
2025-11-11,9,113.44,31.9
2025-11-11,10,133.23,9.33
2025-11-11,11,127.07,-18.05
2025-11-11,12,101.78,15.05
2025-11-11,13,111.37,-0.21
2025-11-11,14,148.61,14.49
2025-11-11,15,96.81,-11.52
2025-11-11,16,148.55,42.92
2025-11-11,17,157.48,5.56
2025-11-11,18,153.97,44.71
2025-11-11,19,140.06,54.77
2025-11-11,20,124.04,58.76
2025-11-11,21,130.74,35.77
2025-11-11,22,125.0,39.13
2025-11-11,23,154.93,28.44
2025-11-11,24,125.95,2.65
2025-11-11,25,127.78,12.23
2025-11-11,26,111.08,14.45
2025-11-11,27,160.78,36.05
2025-11-11,28,122.51,67.29
2025-11-11,29,165.02,49.75
2025-11-11,30,149.98,53.71
2025-11-11,31,179.36,58.89
2025-11-11,32,169.95,23.51
2025-11-11,33,165.82,73.73
2025-11-11,34,183.52,62.13
2025-11-11,35,174.75,74.52
2025-11-11,36,163.99,69.78
2025-11-11,37,187.82,60.38
2025-11-11,38,160.3,74.97
2025-11-11,39,131.81,45.59
2025-11-11,40,121.76,17.99
2025-11-11,41,146.93,-1.7
2025-11-11,42,115.19,41.3
2025-11-11,43,146.4,36.54
2025-11-11,44,132.94,24.55
2025-11-11,45,131.09,6.94
2025-11-11,46,131.55,26.15
2025-11-11,47,108.92,-8.34
2025-11-11,48,122.29,7.79
2025-11-12,1,92.17,-7.4
2025-11-12,2,110.0,-4.65
2025-11-12,3,80.18,-10.64
2025-11-12,4,73.11,7.25
2025-11-12,5,79.47,13.02
2025-11-12,6,115.64,-12.7
2025-11-12,7,99.45,13.85
2025-11-12,8,123.23,1.91
2025-11-12,9,113.92,18.57
2025-11-12,10,89.56,-1.64
2025-11-12,11,94.94,-6.95
2025-11-12,12,114.91,29.35
2025-11-12,13,124.07,-19.96
2025-11-12,14,112.2,4.28
2025-11-12,15,127.74,8.46
2025-11-12,16,111.92,49.03
2025-11-12,17,124.58,25.56
2025-11-12,18,141.72,20.85
2025-11-12,19,159.28,15.64
2025-11-12,20,111.51,23.27
2025-11-12,21,101.78,49.65
2025-11-12,22,131.77,38.31
2025-11-12,23,104.13,-4.08
2025-11-12,24,131.36,6.64
2025-11-12,25,129.16,58.62
2025-11-12,26,127.67,51.12
2025-11-12,27,116.22,14.05
2025-11-12,28,145.78,28.45
2025-11-12,29,138.3,60.26
2025-11-12,30,165.03,33.58
2025-11-12,31,172.72,46.3
2025-11-12,32,135.71,68.08
2025-11-12,33,143.78,93.89
2025-11-12,34,198.81,70.93
2025-11-12,35,171.42,57.67
2025-11-12,36,163.39,51.38
2025-11-12,37,183.61,73.25
2025-11-12,38,153.45,46.89
2025-11-12,39,146.61,65.39
2025-11-12,40,156.59,61.7
2025-11-12,41,131.98,39.26
2025-11-12,42,129.35,-8.48
2025-11-12,43,104.67,46.3
2025-11-12,44,129.6,26.15
2025-11-12,45,107.18,31.54
2025-11-12,46,118.11,17.93
2025-11-12,47,99.9,13.13
2025-11-12,48,85.02,24.05
2025-11-13,1,110.57,-1.25
2025-11-13,2,83.44,-9.72
2025-11-13,3,114.5,18.7
2025-11-13,4,116.93,-10.26
2025-11-13,5,110.98,1.71
2025-11-13,6,85.57,-33.78
2025-11-13,7,111.53,30.37
2025-11-13,8,88.06,25.89
2025-11-13,9,105.92,1.71
2025-11-13,10,120.98,-16.52
2025-11-13,11,102.65,-8.37
2025-11-13,12,131.87,-10.41
2025-11-13,13,112.49,-5.83
2025-11-13,14,106.04,-0.54
2025-11-13,15,100.74,20.06
2025-11-13,16,107.17,19.14
2025-11-13,17,108.2,45.1
2025-11-13,18,128.49,2.1
2025-11-13,19,134.08,20.79
2025-11-13,20,143.96,53.73
2025-11-13,21,105.51,1.22
2025-11-13,22,126.98,21.17
2025-11-13,23,125.49,60.77
2025-11-13,24,120.15,52.84
2025-11-13,25,153.98,37.9
2025-11-13,26,136.95,52.53
2025-11-13,27,110.78,21.73
2025-11-13,28,135.99,21.38
2025-11-13,29,146.46,9.81
2025-11-13,30,171.15,24.62
2025-11-13,31,162.94,31.83
2025-11-13,32,162.67,41.92
2025-11-13,33,149.36,61.1
2025-11-13,34,190.67,51.72
2025-11-13,35,161.53,66.5
2025-11-13,36,187.77,80.94
2025-11-13,37,183.25,42.22
2025-11-13,38,161.82,64.0
2025-11-13,39,171.2,43.7
2025-11-13,40,139.0,39.46
2025-11-13,41,146.54,23.35
2025-11-13,42,125.13,7.67
2025-11-13,43,127.79,24.34
2025-11-13,44,97.62,-2.95
2025-11-13,45,93.62,-12.08
2025-11-13,46,113.54,-12.64
2025-11-13,47,126.14,30.14
2025-11-13,48,89.81,-17.92
2025-11-14,1,103.26,5.23
2025-11-14,2,136.38,-1.22
2025-11-14,3,123.43,17.73
2025-11-14,4,109.12,-19.45
2025-11-14,5,110.35,-20.84
2025-11-14,6,82.27,6.85
2025-11-14,7,130.11,-21.71
2025-11-14,8,121.96,6.54
2025-11-14,9,115.65,-17.06
2025-11-14,10,105.73,22.6
2025-11-14,11,83.0,-19.75
2025-11-14,12,112.03,17.54
2025-11-14,13,122.71,17.77
2025-11-14,14,115.18,10.92
2025-11-14,15,101.85,45.1
2025-11-14,16,137.77,30.12
2025-11-14,17,139.46,21.16
2025-11-14,18,129.78,17.61
2025-11-14,19,151.67,6.77
2025-11-14,20,154.58,42.77
2025-11-14,21,161.11,27.15
2025-11-14,22,149.9,24.49
2025-11-14,23,133.63,52.98
2025-11-14,24,133.88,34.82
2025-11-14,25,139.67,32.66
2025-11-14,26,135.43,9.75
2025-11-14,27,136.51,52.8
2025-11-14,28,128.7,10.65
2025-11-14,29,115.77,38.71
2025-11-14,30,148.23,71.65
2025-11-14,31,152.37,70.55
