date,period,price_gbp_mwh
2025-11-13,45,76.61
2025-11-13,46,72.16
2025-11-13,47,71.95
2025-11-13,48,67.84
2025-11-14,1,63.65
2025-11-14,2,71.49
2025-11-14,3,58.07
2025-11-14,4,59.15
2025-11-14,5,55.51
2025-11-14,6,59.41
2025-11-14,7,60.42
2025-11-14,8,61.61
2025-11-14,9,60.42
2025-11-14,10,61.22
2025-11-14,11,53.4
2025-11-14,12,69.22
2025-11-14,13,76.13
2025-11-14,14,72.55
2025-11-14,15,77.46
2025-11-14,16,81.19
2025-11-14,17,91.39
2025-11-14,18,86.14
2025-11-14,19,90.51
2025-11-14,20,84.65
2025-11-14,21,91.78
2025-11-14,22,88.34
2025-11-14,23,91.52
2025-11-14,24,88.36
2025-11-14,25,90.4
2025-11-14,26,92.6
2025-11-14,27,93.26
2025-11-14,28,95.07
2025-11-14,29,96.09
2025-11-14,30,106.51
2025-11-14,31,110.4
2025-11-14,32,113.17
2025-11-14,33,124.05
2025-11-14,34,132.49
2025-11-14,35,127.23
2025-11-14,36,131.15
2025-11-14,37,127.7
2025-11-14,38,117.66
2025-11-14,39,106.43
2025-11-14,40,112.38
2025-11-14,41,95.62
2025-11-14,42,87.38
2025-11-14,43,83.03
2025-11-14,44,87.09
2025-11-14,45,73.04
2025-11-14,46,71.19
2025-11-14,47,68.69
2025-11-14,48,70.56
2025-11-15,1,53.95
2025-11-15,2,58.51
2025-11-15,3,53.47
2025-11-15,4,52.12
2025-11-15,5,46.48
2025-11-15,6,54.58
2025-11-15,7,59.22
2025-11-15,8,47.49
2025-11-15,9,48.62
2025-11-15,10,59.84
2025-11-15,11,58.23
2025-11-15,12,55.83
2025-11-15,13,69.06
2025-11-15,14,64.98
2025-11-15,15,71.56
2025-11-15,16,76.9
2025-11-15,17,81.55
2025-11-15,18,81.81
2025-11-15,19,88.61
2025-11-15,20,85.48
2025-11-15,21,85.85
2025-11-15,22,76.89
2025-11-15,23,81.34
2025-11-15,24,87.78
2025-11-15,25,80.75
2025-11-15,26,82.23
2025-11-15,27,89.04
2025-11-15,28,89.0
2025-11-15,29,89.29
2025-11-15,30,93.47
2025-11-15,31,89.13
2025-11-15,32,100.08
2025-11-15,33,103.47
2025-11-15,34,118.18
2025-11-15,35,114.13
2025-11-15,36,115.39
2025-11-15,37,116.42
2025-11-15,38,112.36
2025-11-15,39,99.64
2025-11-15,40,87.17
2025-11-15,41,81.02
2025-11-15,42,78.22
2025-11-15,43,73.45
2025-11-15,44,65.09
2025-11-15,45,57.01
2025-11-15,46,56.2
2025-11-15,47,55.7
2025-11-15,48,57.57
2025-11-16,1,59.84
2025-11-16,2,54.98
2025-11-16,3,56.8
2025-11-16,4,55.48
2025-11-16,5,56.56
2025-11-16,6,48.25
2025-11-16,7,46.92
2025-11-16,8,51.57
2025-11-16,9,52.03
2025-11-16,10,58.89
2025-11-16,11,57.94
2025-11-16,12,59.37
2025-11-16,13,57.71
2025-11-16,14,64.22
2025-11-16,15,65.22
2025-11-16,16,72.53
2025-11-16,17,79.5
2025-11-16,18,82.11
2025-11-16,19,83.19
2025-11-16,20,83.31
2025-11-16,21,82.11
2025-11-16,22,77.39
2025-11-16,23,77.26
2025-11-16,24,86.51
2025-11-16,25,81.05
2025-11-16,26,82.68
2025-11-16,27,85.16
2025-11-16,28,81.45
2025-11-16,29,88.93
2025-11-16,30,86.43
2025-11-16,31,99.25
2025-11-16,32,99.98
2025-11-16,33,104.89
2025-11-16,34,104.46
2025-11-16,35,116.5
2025-11-16,36,125.01
2025-11-16,37,110.09
2025-11-16,38,106.31
2025-11-16,39,105.21
2025-11-16,40,100.35
2025-11-16,41,78.65
2025-11-16,42,82.14
2025-11-16,43,61.29
2025-11-16,44,55.96
2025-11-16,45,58.32
2025-11-16,46,61.41
2025-11-16,47,52.65
2025-11-16,48,63.88
2025-11-17,1,70.82
2025-11-17,2,68.17
2025-11-17,3,63.07
2025-11-17,4,59.45
2025-11-17,5,58.23
2025-11-17,6,56.13
2025-11-17,7,58.39
2025-11-17,8,64.12
2025-11-17,9,57.23
2025-11-17,10,56.1
2025-11-17,11,67.39
2025-11-17,12,65.3
2025-11-17,13,67.13
2025-11-17,14,76.3
2025-11-17,15,80.13
2025-11-17,16,86.36
2025-11-17,17,91.49
2025-11-17,18,92.7
2025-11-17,19,93.43
2025-11-17,20,91.73
2025-11-17,21,83.57
2025-11-17,22,90.98
2025-11-17,23,86.07
2025-11-17,24,89.48
2025-11-17,25,91.02
2025-11-17,26,97.78
2025-11-17,27,90.13
2025-11-17,28,98.52
2025-11-17,29,101.49
2025-11-17,30,108.42
2025-11-17,31,110.33
2025-11-17,32,117.84
2025-11-17,33,122.35
2025-11-17,34,134.33
2025-11-17,35,129.28
2025-11-17,36,140.59
2025-11-17,37,125.56
2025-11-17,38,124.2
2025-11-17,39,118.52
2025-11-17,40,102.53
2025-11-17,41,94.57
2025-11-17,42,82.44
2025-11-17,43,95.79
2025-11-17,44,77.03
2025-11-17,45,80.07
2025-11-17,46,68.63
2025-11-17,47,63.31
2025-11-17,48,64.11
2025-11-18,1,64.94
2025-11-18,2,66.07
2025-11-18,3,61.95
2025-11-18,4,60.79
2025-11-18,5,61.74
2025-11-18,6,54.47
2025-11-18,7,66.65
2025-11-18,8,59.7
2025-11-18,9,59.84
2025-11-18,10,62.64
2025-11-18,11,68.49
2025-11-18,12,68.89
2025-11-18,13,74.11
2025-11-18,14,77.03
2025-11-18,15,77.66
2025-11-18,16,76.31
2025-11-18,17,93.4
2025-11-18,18,95.88
2025-11-18,19,87.41
2025-11-18,20,86.52
2025-11-18,21,86.62
2025-11-18,22,88.7
2025-11-18,23,88.04
2025-11-18,24,93.3
2025-11-18,25,94.92
2025-11-18,26,96.1
2025-11-18,27,95.58
2025-11-18,28,96.06
2025-11-18,29,96.34
2025-11-18,30,103.41
2025-11-18,31,112.85
2025-11-18,32,109.57
2025-11-18,33,122.03
2025-11-18,34,123.69
2025-11-18,35,126.25
2025-11-18,36,135.57
2025-11-18,37,133.14
2025-11-18,38,123.49
2025-11-18,39,108.04
2025-11-18,40,106.97
2025-11-18,41,98.15
2025-11-18,42,96.1
2025-11-18,43,80.37
2025-11-18,44,79.62
2025-11-18,45,71.03
2025-11-18,46,64.04
2025-11-18,47,61.74
2025-11-18,48,67.02
2025-11-19,1,60.81
2025-11-19,2,64.52
2025-11-19,3,64.72
2025-11-19,4,62.81
2025-11-19,5,64.63
2025-11-19,6,62.06
2025-11-19,7,52.76
2025-11-19,8,58.05
2025-11-19,9,64.36
2025-11-19,10,55.31
2025-11-19,11,64.41
2025-11-19,12,65.74
2025-11-19,13,66.84
2025-11-19,14,80.68
2025-11-19,15,79.11
2025-11-19,16,95.44
2025-11-19,17,89.51
2025-11-19,18,96.44
2025-11-19,19,99.21
2025-11-19,20,93.39
2025-11-19,21,91.93
2025-11-19,22,94.63
2025-11-19,23,98.77
2025-11-19,24,94.59
2025-11-19,25,91.98
2025-11-19,26,90.69
2025-11-19,27,99.63
2025-11-19,28,96.26
2025-11-19,29,106.57
2025-11-19,30,111.39
2025-11-19,31,113.32
2025-11-19,32,116.51
2025-11-19,33,125.49
2025-11-19,34,270.16
2025-11-19,35,272.55
2025-11-19,36,272.09
2025-11-19,37,270.8
2025-11-19,38,263.66
2025-11-19,39,259.84
2025-11-19,40,106.56
2025-11-19,41,90.5
2025-11-19,42,90.7
2025-11-19,43,83.45
2025-11-19,44,79.8
2025-11-19,45,74.15
2025-11-19,46,72.32
2025-11-19,47,76.18
2025-11-19,48,65.83
2025-11-20,1,65.4
2025-11-20,2,59.93
2025-11-20,3,60.69
2025-11-20,4,61.78
2025-11-20,5,58.43
2025-11-20,6,58.29
2025-11-20,7,62.06
2025-11-20,8,58.96
2025-11-20,9,61.84
2025-11-20,10,61.13
2025-11-20,11,56.3
2025-11-20,12,59.61
2025-11-20,13,73.52
2025-11-20,14,76.8
2025-11-20,15,83.06
2025-11-20,16,88.34
2025-11-20,17,91.52
2025-11-20,18,92.22
2025-11-20,19,97.9
2025-11-20,20,93.21
2025-11-20,21,92.83
2025-11-20,22,89.77
2025-11-20,23,87.81
2025-11-20,24,102.26
2025-11-20,25,98.35
2025-11-20,26,97.74
2025-11-20,27,97.61
2025-11-20,28,103.09
2025-11-20,29,101.16
2025-11-20,30,109.48
2025-11-20,31,117.31
2025-11-20,32,116.79
2025-11-20,33,129.6
2025-11-20,34,306.72
2025-11-20,35,304.21
2025-11-20,36,314.87
2025-11-20,37,307.66
2025-11-20,38,304.61
2025-11-20,39,288.06
2025-11-20,40,102.64
2025-11-20,41,101.46
2025-11-20,42,90.15
2025-11-20,43,89.31
2025-11-20,44,76.39
2025-11-20,45,84.8
2025-11-20,46,81.49
2025-11-20,47,72.81
2025-11-20,48,68.11
2025-11-21,1,68.47
2025-11-21,2,57.69
2025-11-21,3,61.55
2025-11-21,4,71.72
2025-11-21,5,65.61
2025-11-21,6,68.65
2025-11-21,7,55.82
2025-11-21,8,58.61
2025-11-21,9,57.51
2025-11-21,10,62.48
2025-11-21,11,65.75
2025-11-21,12,70.07
2025-11-21,13,70.58
2025-11-21,14,74.92
2025-11-21,15,79.34
2025-11-21,16,87.02
2025-11-21,17,93.53
2025-11-21,18,95.85
2025-11-21,19,98.33
2025-11-21,20,94.25
2025-11-21,21,95.47
2025-11-21,22,86.58
2025-11-21,23,96.96
2025-11-21,24,98.57
2025-11-21,25,102.63
2025-11-21,26,105.66
2025-11-21,27,94.42
2025-11-21,28,104.79
2025-11-21,29,102.27
2025-11-21,30,105.28
2025-11-21,31,110.42
2025-11-21,32,115.74
2025-11-21,33,123.39
2025-11-21,34,127.96
2025-11-21,35,135.12
2025-11-21,36,136.27
2025-11-21,37,134.7
2025-11-21,38,125.33
2025-11-21,39,114.06
2025-11-21,40,107.94
2025-11-21,41,100.69
2025-11-21,42,91.88
2025-11-21,43,85.98
2025-11-21,44,90.34
2025-11-21,45,73.47
2025-11-21,46,76.51
2025-11-21,47,70.9
2025-11-21,48,61.31
2025-11-22,1,58.65
2025-11-22,2,60.46
2025-11-22,3,52.35
2025-11-22,4,50.1
2025-11-22,5,54.7
2025-11-22,6,53.45
2025-11-22,7,58.73
2025-11-22,8,57.74
2025-11-22,9,48.57
2025-11-22,10,50.79
2025-11-22,11,45.8
2025-11-22,12,60.67
2025-11-22,13,60.69
2025-11-22,14,76.25
2025-11-22,15,71.04
2025-11-22,16,75.91
2025-11-22,17,77.45
2025-11-22,18,82.19
2025-11-22,19,87.55
2025-11-22,20,73.35
2025-11-22,21,85.82
2025-11-22,22,73.46
2025-11-22,23,80.66
2025-11-22,24,78.52
2025-11-22,25,80.05
2025-11-22,26,80.11
2025-11-22,27,88.82
2025-11-22,28,87.28
2025-11-22,29,93.5
2025-11-22,30,97.08
2025-11-22,31,97.46
2025-11-22,32,106.3
2025-11-22,33,109.55
2025-11-22,34,112.34
2025-11-22,35,121.07
2025-11-22,36,123.53
2025-11-22,37,119.54
2025-11-22,38,101.71
2025-11-22,39,101.03
2025-11-22,40,97.81
2025-11-22,41,80.16
2025-11-22,42,78.39
2025-11-22,43,70.77
2025-11-22,44,70.93
2025-11-22,45,78.4
2025-11-22,46,64.05
2025-11-22,47,61.12
2025-11-22,48,68.65
2025-11-23,1,57.17
2025-11-23,2,57.61
2025-11-23,3,53.55
2025-11-23,4,53.85
2025-11-23,5,55.95
2025-11-23,6,49.84
2025-11-23,7,59.34
2025-11-23,8,47.82
2025-11-23,9,58.5
2025-11-23,10,56.6
2025-11-23,11,58.8
2025-11-23,12,63.92
2025-11-23,13,63.83
2025-11-23,14,69.14
2025-11-23,15,73.42
2025-11-23,16,80.75
2025-11-23,17,84.5
2025-11-23,18,81.96
2025-11-23,19,80.87
2025-11-23,20,77.74
2025-11-23,21,82.27
2025-11-23,22,79.52
2025-11-23,23,74.87
2025-11-23,24,82.48
2025-11-23,25,84.53
2025-11-23,26,89.0
2025-11-23,27,87.3
2025-11-23,28,85.09
2025-11-23,29,95.59
2025-11-23,30,86.28
2025-11-23,31,92.57
2025-11-23,32,102.78
2025-11-23,33,108.16
2025-11-23,34,113.42
2025-11-23,35,114.2
2025-11-23,36,121.52
2025-11-23,37,113.79
2025-11-23,38,103.07
2025-11-23,39,102.26
2025-11-23,40,89.42
2025-11-23,41,81.19
2025-11-23,42,78.31
2025-11-23,43,80.07
2025-11-23,44,61.03
2025-11-23,45,59.97
2025-11-23,46,60.24
2025-11-23,47,68.22
2025-11-23,48,55.03
2025-11-24,1,65.17
2025-11-24,2,60.62
2025-11-24,3,70.8
2025-11-24,4,59.39
2025-11-24,5,61.36
2025-11-24,6,64.53
2025-11-24,7,56.67
2025-11-24,8,57.43
2025-11-24,9,66.03
2025-11-24,10,67.38
2025-11-24,11,61.1
2025-11-24,12,64.28
2025-11-24,13,75.03
2025-11-24,14,80.21
2025-11-24,15,81.09
2025-11-24,16,89.26
2025-11-24,17,87.18
2025-11-24,18,95.46
2025-11-24,19,94.76
2025-11-24,20,86.75
2025-11-24,21,91.39
2025-11-24,22,91.55
2025-11-24,23,95.93
2025-11-24,24,90.46
2025-11-24,25,100.53
2025-11-24,26,98.0
2025-11-24,27,103.8
2025-11-24,28,96.21
2025-11-24,29,105.41
2025-11-24,30,108.52
2025-11-24,31,113.37
2025-11-24,32,119.79
2025-11-24,33,125.88
2025-11-24,34,121.63
2025-11-24,35,140.75
2025-11-24,36,131.83
2025-11-24,37,128.51
2025-11-24,38,124.28
2025-11-24,39,117.09
2025-11-24,40,100.56
2025-11-24,41,91.26
2025-11-24,42,95.93
2025-11-24,43,82.93
2025-11-24,44,81.04
2025-11-24,45,72.19
2025-11-24,46,79.7
2025-11-24,47,73.97
2025-11-24,48,66.06
2025-11-25,1,60.34
2025-11-25,2,63.98
2025-11-25,3,59.67
2025-11-25,4,65.67
2025-11-25,5,60.06
2025-11-25,6,61.55
2025-11-25,7,58.86
2025-11-25,8,61.3
2025-11-25,9,63.91
2025-11-25,10,63.92
2025-11-25,11,58.75
2025-11-25,12,66.89
2025-11-25,13,81.26
2025-11-25,14,79.81
2025-11-25,15,81.95
2025-11-25,16,86.51
2025-11-25,17,97.62
2025-11-25,18,95.92
2025-11-25,19,89.12
2025-11-25,20,101.75
2025-11-25,21,94.39
2025-11-25,22,94.25
2025-11-25,23,99.74
2025-11-25,24,95.64
2025-11-25,25,98.21
2025-11-25,26,92.12
2025-11-25,27,99.67
2025-11-25,28,97.06
2025-11-25,29,102.66
2025-11-25,30,109.27
2025-11-25,31,104.04
2025-11-25,32,120.16
2025-11-25,33,128.61
2025-11-25,34,123.66
2025-11-25,35,131.88
2025-11-25,36,128.79
2025-11-25,37,133.36
2025-11-25,38,122.4
2025-11-25,39,120.02
2025-11-25,40,100.91
2025-11-25,41,98.32
2025-11-25,42,86.96
2025-11-25,43,84.64
2025-11-25,44,78.77
2025-11-25,45,79.3
2025-11-25,46,74.62
2025-11-25,47,75.43
2025-11-25,48,68.12
2025-11-26,1,79.56
2025-11-26,2,61.8
2025-11-26,3,66.77
2025-11-26,4,56.24
2025-11-26,5,62.86
2025-11-26,6,54.03
2025-11-26,7,64.1
2025-11-26,8,60.96
2025-11-26,9,65.63
2025-11-26,10,58.33
2025-11-26,11,66.28
2025-11-26,12,71.32
2025-11-26,13,75.72
2025-11-26,14,74.99
2025-11-26,15,84.57
2025-11-26,16,86.76
2025-11-26,17,93.07
2025-11-26,18,87.4
2025-11-26,19,100.37
2025-11-26,20,91.6
2025-11-26,21,95.46
2025-11-26,22,88.84
2025-11-26,23,87.44
2025-11-26,24,97.94
2025-11-26,25,99.37
2025-11-26,26,101.89
2025-11-26,27,101.75
2025-11-26,28,107.12
2025-11-26,29,106.41
2025-11-26,30,104.89
2025-11-26,31,122.94
2025-11-26,32,115.86
2025-11-26,33,128.98
2025-11-26,34,263.47
2025-11-26,35,269.34
2025-11-26,36,264.97
2025-11-26,37,263.11
2025-11-26,38,252.37
2025-11-26,39,248.29
2025-11-26,40,101.32
2025-11-26,41,102.89
2025-11-26,42,99.96
2025-11-26,43,89.21
2025-11-26,44,72.02
2025-11-26,45,74.58
2025-11-26,46,77.61
2025-11-26,47,66.57
2025-11-26,48,63.31
2025-11-27,1,62.29
2025-11-27,2,63.98
2025-11-27,3,67.67
2025-11-27,4,57.14
2025-11-27,5,68.13
2025-11-27,6,61.3
2025-11-27,7,63.3
2025-11-27,8,53.39
2025-11-27,9,64.71
2025-11-27,10,59.84
2025-11-27,11,65.96
2025-11-27,12,64.27
2025-11-27,13,77.52
2025-11-27,14,74.54
2025-11-27,15,86.1
2025-11-27,16,90.5
2025-11-27,17,93.62
2025-11-27,18,93.62
2025-11-27,19,96.91
2025-11-27,20,94.05
2025-11-27,21,92.72
2025-11-27,22,96.7
2025-11-27,23,102.56
2025-11-27,24,95.41
2025-11-27,25,91.73
2025-11-27,26,97.66
2025-11-27,27,103.15
2025-11-27,28,101.27
2025-11-27,29,99.58
2025-11-27,30,109.9
2025-11-27,31,112.84
2025-11-27,32,117.02
2025-11-27,33,127.07
2025-11-27,34,135.33
2025-11-27,35,133.7
2025-11-27,36,138.86
2025-11-27,37,132.45
2025-11-27,38,121.09
2025-11-27,39,108.43
2025-11-27,40,107.67
2025-11-27,41,97.85
2025-11-27,42,87.95
2025-11-27,43,82.68
2025-11-27,44,75.86
2025-11-27,45,77.98
2025-11-27,46,69.67
2025-11-27,47,70.14
2025-11-27,48,66.98
2025-11-28,1,67.32
2025-11-28,2,68.87
2025-11-28,3,61.12
2025-11-28,4,61.46
2025-11-28,5,67.93
2025-11-28,6,61.78
2025-11-28,7,57.7
2025-11-28,8,55.3
2025-11-28,9,61.38
2025-11-28,10,60.97
2025-11-28,11,70.72
2025-11-28,12,66.12
2025-11-28,13,77.12
2025-11-28,14,78.73
2025-11-28,15,82.45
2025-11-28,16,87.97
2025-11-28,17,97.64
2025-11-28,18,97.6
2025-11-28,19,95.7
2025-11-28,20,91.96
2025-11-28,21,96.84
2025-11-28,22,94.34
2025-11-28,23,92.79
2025-11-28,24,91.97
2025-11-28,25,94.91
2025-11-28,26,94.6
2025-11-28,27,97.45
2025-11-28,28,113.65
2025-11-28,29,98.16
2025-11-28,30,112.62
2025-11-28,31,115.83
2025-11-28,32,113.44
2025-11-28,33,129.52
2025-11-28,34,140.35
2025-11-28,35,135.63
2025-11-28,36,139.65
2025-11-28,37,131.75
2025-11-28,38,127.08
2025-11-28,39,108.96
2025-11-28,40,107.04
2025-11-28,41,98.38
2025-11-28,42,89.28
2025-11-28,43,91.12
2025-11-28,44,80.55
2025-11-28,45,76.5
2025-11-28,46,72.59
2025-11-28,47,69.69
2025-11-28,48,68.49
2025-11-29,1,64.98
2025-11-29,2,49.55
2025-11-29,3,55.06
2025-11-29,4,52.56
2025-11-29,5,57.34
2025-11-29,6,51.51
2025-11-29,7,61.71
2025-11-29,8,50.59
2025-11-29,9,48.78
2025-11-29,10,56.75
2025-11-29,11,61.12
2025-11-29,12,57.12
2025-11-29,13,70.1
2025-11-29,14,67.16
2025-11-29,15,73.11
2025-11-29,16,79.25
2025-11-29,17,79.57
2025-11-29,18,91.31
2025-11-29,19,78.57
2025-11-29,20,77.46
2025-11-29,21,80.05
2025-11-29,22,78.32
2025-11-29,23,77.1
2025-11-29,24,85.53
2025-11-29,25,81.14
2025-11-29,26,86.82
2025-11-29,27,87.01
2025-11-29,28,96.32
2025-11-29,29,88.13
2025-11-29,30,98.07
2025-11-29,31,100.28
2025-11-29,32,103.02
2025-11-29,33,111.03
2025-11-29,34,118.15
2025-11-29,35,113.66
2025-11-29,36,120.65
2025-11-29,37,116.88
2025-11-29,38,113.94
2025-11-29,39,104.51
2025-11-29,40,101.03
2025-11-29,41,91.21
2025-11-29,42,79.45
2025-11-29,43,80.85
2025-11-29,44,72.06
2025-11-29,45,72.32
2025-11-29,46,65.1
2025-11-29,47,64.56
2025-11-29,48,53.89
2025-11-30,1,62.51
2025-11-30,2,59.91
2025-11-30,3,52.28
2025-11-30,4,51.62
2025-11-30,5,57.11
2025-11-30,6,48.51
2025-11-30,7,54.43
2025-11-30,8,52.24
2025-11-30,9,53.2
2025-11-30,10,57.69
2025-11-30,11,63.53
2025-11-30,12,63.42
2025-11-30,13,59.75
2025-11-30,14,70.06
2025-11-30,15,78.08
2025-11-30,16,77.69
2025-11-30,17,81.67
2025-11-30,18,81.5
2025-11-30,19,88.47
2025-11-30,20,79.6
2025-11-30,21,81.53
2025-11-30,22,78.94
2025-11-30,23,86.86
2025-11-30,24,80.61
2025-11-30,25,83.11
2025-11-30,26,86.33
2025-11-30,27,89.72
2025-11-30,28,89.54
2025-11-30,29,93.45
2025-11-30,30,88.91
2025-11-30,31,103.52
2025-11-30,32,107.31
2025-11-30,33,112.01
2025-11-30,34,106.87
2025-11-30,35,120.2
2025-11-30,36,117.55
2025-11-30,37,114.53
2025-11-30,38,110.89
2025-11-30,39,107.85
2025-11-30,40,102.06
2025-11-30,41,91.82
2025-11-30,42,80.03
2025-11-30,43,81.92
2025-11-30,44,77.36
2025-11-30,45,68.53
2025-11-30,46,58.13
2025-11-30,47,59.79
2025-11-30,48,52.41
2025-12-01,1,66.4
2025-12-01,2,67.8
2025-12-01,3,62.13
2025-12-01,4,62.97
2025-12-01,5,66.55
2025-12-01,6,62.06
2025-12-01,7,55.56
2025-12-01,8,64.43
2025-12-01,9,60.8
2025-12-01,10,61.89
2025-12-01,11,76.08
2025-12-01,12,70.39
2025-12-01,13,82.69
2025-12-01,14,76.61
2025-12-01,15,82.44
2025-12-01,16,88.11
2025-12-01,17,93.13
2025-12-01,18,94.15
2025-12-01,19,91.76
2025-12-01,20,99.06
2025-12-01,21,95.19
2025-12-01,22,98.13
2025-12-01,23,96.66
2025-12-01,24,106.78
2025-12-01,25,98.69
2025-12-01,26,103.75
2025-12-01,27,106.87
2025-12-01,28,99.15
2025-12-01,29,102.27
2025-12-01,30,106.09
2025-12-01,31,113.41
2025-12-01,32,119.63
2025-12-01,33,128.29
2025-12-01,34,139.55
2025-12-01,35,130.44
2025-12-01,36,130.92
2025-12-01,37,131.15
2025-12-01,38,122.58
2025-12-01,39,111.42
2025-12-01,40,106.57
2025-12-01,41,100.08
2025-12-01,42,91.5
2025-12-01,43,83.74
2025-12-01,44,81.46
2025-12-01,45,70.85
2025-12-01,46,77.51
2025-12-01,47,72.03
2025-12-01,48,71.09
2025-12-02,1,67.78
2025-12-02,2,63.27
2025-12-02,3,66.67
2025-12-02,4,60.72
2025-12-02,5,57.72
2025-12-02,6,65.53
2025-12-02,7,61.37
2025-12-02,8,65.24
2025-12-02,9,60.67
2025-12-02,10,71.14
2025-12-02,11,68.02
2025-12-02,12,65.57
2025-12-02,13,67.96
2025-12-02,14,81.05
2025-12-02,15,87.09
2025-12-02,16,93.11
2025-12-02,17,86.63
2025-12-02,18,88.58
2025-12-02,19,88.76
2025-12-02,20,91.83
2025-12-02,21,97.48
2025-12-02,22,95.07
2025-12-02,23,88.81
2025-12-02,24,90.73
2025-12-02,25,99.7
2025-12-02,26,104.66
2025-12-02,27,103.99
2025-12-02,28,110.29
2025-12-02,29,108.35
2025-12-02,30,116.49
2025-12-02,31,124.86
2025-12-02,32,120.33
2025-12-02,33,130.51
2025-12-02,34,244.69
2025-12-02,35,259.91
2025-12-02,36,252.99
2025-12-02,37,256.08
2025-12-02,38,244.82
2025-12-02,39,239.37
2025-12-02,40,103.45
2025-12-02,41,97.98
2025-12-02,42,95.05
2025-12-02,43,87.62
2025-12-02,44,73.87
2025-12-02,45,77.38
2025-12-02,46,72.35
2025-12-02,47,68.21
2025-12-02,48,66.96
2025-12-03,1,60.26
2025-12-03,2,57.97
2025-12-03,3,61.37
2025-12-03,4,59.27
2025-12-03,5,62.62
2025-12-03,6,54.43
2025-12-03,7,61.92
2025-12-03,8,58.12
2025-12-03,9,66.99
2025-12-03,10,61.32
2025-12-03,11,70.27
2025-12-03,12,69.87
2025-12-03,13,72.73
2025-12-03,14,74.9
2025-12-03,15,82.32
2025-12-03,16,95.93
2025-12-03,17,93.59
2025-12-03,18,92.37
2025-12-03,19,97.43
2025-12-03,20,93.83
2025-12-03,21,92.4
2025-12-03,22,93.5
2025-12-03,23,99.65
2025-12-03,24,96.86
2025-12-03,25,101.35
2025-12-03,26,98.54
2025-12-03,27,99.67
2025-12-03,28,110.14
2025-12-03,29,102.69
2025-12-03,30,109.3
2025-12-03,31,119.87
2025-12-03,32,119.55
2025-12-03,33,135.35
2025-12-03,34,130.22
2025-12-03,35,140.02
2025-12-03,36,144.57
2025-12-03,37,134.85
2025-12-03,38,128.71
2025-12-03,39,121.31
2025-12-03,40,98.2
2025-12-03,41,105.33
2025-12-03,42,93.6
2025-12-03,43,86.63
2025-12-03,44,82.43
2025-12-03,45,69.94
2025-12-03,46,78.67
2025-12-03,47,73.86
2025-12-03,48,66.15
2025-12-04,1,68.03
2025-12-04,2,66.06
2025-12-04,3,62.51
2025-12-04,4,60.56
2025-12-04,5,65.14
2025-12-04,6,57.66
2025-12-04,7,64.82
2025-12-04,8,61.88
2025-12-04,9,60.69
2025-12-04,10,60.44
2025-12-04,11,72.42
2025-12-04,12,63.32
2025-12-04,13,76.57
2025-12-04,14,79.64
2025-12-04,15,84.68
2025-12-04,16,85.5
2025-12-04,17,91.12
2025-12-04,18,105.34
2025-12-04,19,100.8
2025-12-04,20,100.01
2025-12-04,21,98.33
2025-12-04,22,96.5
2025-12-04,23,101.87
2025-12-04,24,98.16
2025-12-04,25,108.29
2025-12-04,26,105.69
2025-12-04,27,103.9
2025-12-04,28,107.22
2025-12-04,29,107.07
2025-12-04,30,117.9
2025-12-04,31,113.44
2025-12-04,32,124.42
2025-12-04,33,128.83
2025-12-04,34,131.03
2025-12-04,35,139.58
2025-12-04,36,127.18
2025-12-04,37,138.07
2025-12-04,38,133.67
2025-12-04,39,116.26
2025-12-04,40,107.33
2025-12-04,41,99.18
2025-12-04,42,96.64
2025-12-04,43,92.79
2025-12-04,44,87.32
2025-12-04,45,83.1
2025-12-04,46,76.81
2025-12-04,47,64.54
2025-12-04,48,69.4
2025-12-05,1,75.26
2025-12-05,2,64.5
2025-12-05,3,74.18
2025-12-05,4,65.56
2025-12-05,5,61.84
2025-12-05,6,59.33
2025-12-05,7,61.21
2025-12-05,8,60.51
2025-12-05,9,63.12
2025-12-05,10,63.65
2025-12-05,11,73.31
2025-12-05,12,73.4
2025-12-05,13,79.0
2025-12-05,14,85.12
2025-12-05,15,84.25
2025-12-05,16,85.93
2025-12-05,17,96.03
2025-12-05,18,96.36
2025-12-05,19,96.1
2025-12-05,20,105.7
2025-12-05,21,98.12
2025-12-05,22,91.57
2025-12-05,23,97.44
2025-12-05,24,99.37
2025-12-05,25,96.24
2025-12-05,26,103.96
2025-12-05,27,98.13
2025-12-05,28,101.59
2025-12-05,29,106.3
2025-12-05,30,109.48
2025-12-05,31,116.45
2025-12-05,32,119.01
2025-12-05,33,130.16
2025-12-05,34,135.78
2025-12-05,35,125.28
2025-12-05,36,143.75
2025-12-05,37,136.74
2025-12-05,38,126.99
2025-12-05,39,115.26
2025-12-05,40,111.74
2025-12-05,41,97.57
2025-12-05,42,90.95
2025-12-05,43,85.6
2025-12-05,44,80.66
2025-12-05,45,77.46
2025-12-05,46,68.77
2025-12-05,47,74.4
2025-12-05,48,67.02
2025-12-06,1,60.22
2025-12-06,2,65.99
2025-12-06,3,61.18
2025-12-06,4,65.89
2025-12-06,5,54.0
2025-12-06,6,54.76
2025-12-06,7,57.55
2025-12-06,8,54.69
2025-12-06,9,55.44
2025-12-06,10,52.93
2025-12-06,11,55.66
2025-12-06,12,71.41
2025-12-06,13,64.01
2025-12-06,14,75.36
2025-12-06,15,69.17
